Gene stable ID	Transcript stable ID	HGNC ID	HGNC symbol
ENSG00000069667	ENST00000309157	HGNC:10258	RORA
ENSG00000069667	ENST00000261523	HGNC:10258	RORA
ENSG00000069667	ENST00000449337	HGNC:10258	RORA
ENSG00000069667	ENST00000559587	HGNC:10258	RORA
ENSG00000069667	ENST00000551975	HGNC:10258	RORA
ENSG00000069667	ENST00000560004	HGNC:10258	RORA
ENSG00000069667	ENST00000559343	HGNC:10258	RORA
ENSG00000069667	ENST00000558234	HGNC:10258	RORA
ENSG00000069667	ENST00000557822	HGNC:10258	RORA
ENSG00000069667	ENST00000559145	HGNC:10258	RORA
ENSG00000069667	ENST00000561093	HGNC:10258	RORA
ENSG00000069667	ENST00000560300	HGNC:10258	RORA
ENSG00000069667	ENST00000558904	HGNC:10258	RORA
ENSG00000116745	ENST00000262340	HGNC:10294	RPE65
ENSG00000142676	ENST00000374550	HGNC:10301	RPL11
ENSG00000142676	ENST00000443624	HGNC:10301	RPL11
ENSG00000142676	ENST00000643754	HGNC:10301	RPL11
ENSG00000142676	ENST00000467075	HGNC:10301	RPL11
ENSG00000142676	ENST00000458455	HGNC:10301	RPL11
ENSG00000142676	ENST00000482370	HGNC:10301	RPL11
ENSG00000105372	ENST00000598742	HGNC:10402	RPS19
ENSG00000105372	ENST00000598466	HGNC:10402	RPS19
ENSG00000105372	ENST00000601492	HGNC:10402	RPS19
ENSG00000105372	ENST00000600467	HGNC:10402	RPS19
ENSG00000105372	ENST00000221975	HGNC:10402	RPS19
ENSG00000105372	ENST00000598261	HGNC:10402	RPS19
ENSG00000105372	ENST00000593863	HGNC:10402	RPS19
ENSG00000105372	ENST00000598399	HGNC:10402	RPS19
ENSG00000170819	ENST00000302334	HGNC:1041	BFSP2
ENSG00000170819	ENST00000513441	HGNC:1041	BFSP2
ENSG00000170819	ENST00000511140	HGNC:1041	BFSP2
ENSG00000170819	ENST00000511434	HGNC:1041	BFSP2
ENSG00000170819	ENST00000510039	HGNC:1041	BFSP2
ENSG00000170819	ENST00000503047	HGNC:1041	BFSP2
ENSG00000186468	ENST00000651545	HGNC:10410	RPS23
ENSG00000186468	ENST00000296674	HGNC:10410	RPS23
ENSG00000186468	ENST00000510210	HGNC:10410	RPS23
ENSG00000186468	ENST00000512493	HGNC:10410	RPS23
ENSG00000186468	ENST00000510019	HGNC:10410	RPS23
ENSG00000186468	ENST00000507980	HGNC:10410	RPS23
ENSG00000186468	ENST00000504293	HGNC:10410	RPS23
ENSG00000186468	ENST00000503605	HGNC:10410	RPS23
ENSG00000186468	ENST00000511844	HGNC:10410	RPS23
ENSG00000177189	ENST00000379565	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000643085	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000645270	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000643402	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000644368	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000647265	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000645268	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000457145	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000643073	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000646610	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000643337	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000642835	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000644893	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000479809	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000474266	HGNC:10432	RPS6KA3
ENSG00000177189	ENST00000438357	HGNC:10432	RPS6KA3
ENSG00000182492	ENST00000331595	HGNC:1044	BGN
ENSG00000182492	ENST00000472615	HGNC:1044	BGN
ENSG00000182492	ENST00000480756	HGNC:1044	BGN
ENSG00000182492	ENST00000431891	HGNC:1044	BGN
ENSG00000182492	ENST00000492658	HGNC:1044	BGN
ENSG00000126458	ENST00000246792	HGNC:10447	RRAS
ENSG00000126458	ENST00000601532	HGNC:10447	RRAS
ENSG00000124813	ENST00000483377	HGNC:10472	RUNX2
ENSG00000124813	ENST00000483243	HGNC:10472	RUNX2
ENSG00000124813	ENST00000647337	HGNC:10472	RUNX2
ENSG00000124813	ENST00000371438	HGNC:10472	RUNX2
ENSG00000124813	ENST00000371436	HGNC:10472	RUNX2
ENSG00000124813	ENST00000576263	HGNC:10472	RUNX2
ENSG00000124813	ENST00000473041	HGNC:10472	RUNX2
ENSG00000124813	ENST00000478660	HGNC:10472	RUNX2
ENSG00000124813	ENST00000646519	HGNC:10472	RUNX2
ENSG00000124813	ENST00000359524	HGNC:10472	RUNX2
ENSG00000124813	ENST00000625924	HGNC:10472	RUNX2
ENSG00000124813	ENST00000371432	HGNC:10472	RUNX2
ENSG00000196218	ENST00000355481	HGNC:10483	RYR1
ENSG00000196218	ENST00000359596	HGNC:10483	RYR1
ENSG00000196218	ENST00000594111	HGNC:10483	RYR1
ENSG00000196218	ENST00000594335	HGNC:10483	RYR1
ENSG00000196218	ENST00000599547	HGNC:10483	RYR1
ENSG00000196218	ENST00000600337	HGNC:10483	RYR1
ENSG00000196218	ENST00000601514	HGNC:10483	RYR1
ENSG00000196218	ENST00000596431	HGNC:10483	RYR1
ENSG00000196218	ENST00000593322	HGNC:10483	RYR1
ENSG00000196218	ENST00000593677	HGNC:10483	RYR1
ENSG00000198838	ENST00000634891	HGNC:10485	RYR3
ENSG00000198838	ENST00000415757	HGNC:10485	RYR3
ENSG00000198838	ENST00000389232	HGNC:10485	RYR3
ENSG00000198838	ENST00000634418	HGNC:10485	RYR3
ENSG00000198838	ENST00000634750	HGNC:10485	RYR3
ENSG00000198838	ENST00000635875	HGNC:10485	RYR3
ENSG00000198838	ENST00000636753	HGNC:10485	RYR3
ENSG00000198838	ENST00000636583	HGNC:10485	RYR3
ENSG00000198838	ENST00000635790	HGNC:10485	RYR3
ENSG00000198838	ENST00000636417	HGNC:10485	RYR3
ENSG00000198838	ENST00000637201	HGNC:10485	RYR3
ENSG00000198838	ENST00000638085	HGNC:10485	RYR3
ENSG00000198838	ENST00000638038	HGNC:10485	RYR3
ENSG00000198838	ENST00000557931	HGNC:10485	RYR3
ENSG00000198838	ENST00000558060	HGNC:10485	RYR3
ENSG00000198838	ENST00000638145	HGNC:10485	RYR3
ENSG00000198838	ENST00000635749	HGNC:10485	RYR3
ENSG00000198838	ENST00000635842	HGNC:10485	RYR3
ENSG00000198838	ENST00000638032	HGNC:10485	RYR3
ENSG00000198838	ENST00000637948	HGNC:10485	RYR3
ENSG00000198838	ENST00000636845	HGNC:10485	RYR3
ENSG00000198838	ENST00000634730	HGNC:10485	RYR3
ENSG00000198838	ENST00000637984	HGNC:10485	RYR3
ENSG00000198838	ENST00000637615	HGNC:10485	RYR3
ENSG00000198838	ENST00000638052	HGNC:10485	RYR3
ENSG00000198838	ENST00000636656	HGNC:10485	RYR3
ENSG00000198838	ENST00000636568	HGNC:10485	RYR3
ENSG00000198838	ENST00000637522	HGNC:10485	RYR3
ENSG00000198838	ENST00000559917	HGNC:10485	RYR3
ENSG00000198838	ENST00000559333	HGNC:10485	RYR3
ENSG00000198838	ENST00000637072	HGNC:10485	RYR3
ENSG00000198838	ENST00000560791	HGNC:10485	RYR3
ENSG00000198838	ENST00000636497	HGNC:10485	RYR3
ENSG00000198838	ENST00000636878	HGNC:10485	RYR3
ENSG00000198838	ENST00000622037	HGNC:10485	RYR3
ENSG00000151835	ENST00000402364	HGNC:10519	SACS
ENSG00000151835	ENST00000382292	HGNC:10519	SACS
ENSG00000151835	ENST00000455470	HGNC:10519	SACS
ENSG00000151835	ENST00000423156	HGNC:10519	SACS
ENSG00000151835	ENST00000476776	HGNC:10519	SACS
ENSG00000136717	ENST00000376113	HGNC:1052	BIN1
ENSG00000136717	ENST00000357970	HGNC:1052	BIN1
ENSG00000136717	ENST00000393040	HGNC:1052	BIN1
ENSG00000136717	ENST00000348750	HGNC:1052	BIN1
ENSG00000136717	ENST00000259238	HGNC:1052	BIN1
ENSG00000136717	ENST00000346226	HGNC:1052	BIN1
ENSG00000136717	ENST00000393041	HGNC:1052	BIN1
ENSG00000136717	ENST00000351659	HGNC:1052	BIN1
ENSG00000136717	ENST00000352848	HGNC:1052	BIN1
ENSG00000136717	ENST00000316724	HGNC:1052	BIN1
ENSG00000136717	ENST00000462958	HGNC:1052	BIN1
ENSG00000136717	ENST00000409400	HGNC:1052	BIN1
ENSG00000136717	ENST00000466111	HGNC:1052	BIN1
ENSG00000136717	ENST00000484253	HGNC:1052	BIN1
ENSG00000103449	ENST00000251020	HGNC:10524	SALL1
ENSG00000103449	ENST00000566102	HGNC:10524	SALL1
ENSG00000103449	ENST00000570206	HGNC:10524	SALL1
ENSG00000103449	ENST00000562674	HGNC:10524	SALL1
ENSG00000103449	ENST00000440970	HGNC:10524	SALL1
ENSG00000109929	ENST00000264027	HGNC:10547	SC5D
ENSG00000109929	ENST00000534455	HGNC:10547	SC5D
ENSG00000109929	ENST00000531140	HGNC:10547	SC5D
ENSG00000109929	ENST00000524683	HGNC:10547	SC5D
ENSG00000109929	ENST00000527762	HGNC:10547	SC5D
ENSG00000109929	ENST00000534230	HGNC:10547	SC5D
ENSG00000109929	ENST00000392789	HGNC:10547	SC5D
ENSG00000109929	ENST00000528991	HGNC:10547	SC5D
ENSG00000109929	ENST00000527183	HGNC:10547	SC5D
ENSG00000197299	ENST00000355112	HGNC:1058	BLM
ENSG00000197299	ENST00000648453	HGNC:1058	BLM
ENSG00000197299	ENST00000560509	HGNC:1058	BLM
ENSG00000197299	ENST00000559724	HGNC:1058	BLM
ENSG00000197299	ENST00000559282	HGNC:1058	BLM
ENSG00000197299	ENST00000558599	HGNC:1058	BLM
ENSG00000197299	ENST00000559426	HGNC:1058	BLM
ENSG00000197299	ENST00000560136	HGNC:1058	BLM
ENSG00000197299	ENST00000560559	HGNC:1058	BLM
ENSG00000197299	ENST00000558825	HGNC:1058	BLM
ENSG00000197299	ENST00000560821	HGNC:1058	BLM
ENSG00000168356	ENST00000668754	HGNC:10583	SCN11A
ENSG00000168356	ENST00000456224	HGNC:10583	SCN11A
ENSG00000168356	ENST00000444237	HGNC:10583	SCN11A
ENSG00000168356	ENST00000665106	HGNC:10583	SCN11A
ENSG00000168356	ENST00000302328	HGNC:10583	SCN11A
ENSG00000144285	ENST00000641996	HGNC:10585	SCN1A
ENSG00000144285	ENST00000641575	HGNC:10585	SCN1A
ENSG00000144285	ENST00000641603	HGNC:10585	SCN1A
ENSG00000144285	ENST00000640036	HGNC:10585	SCN1A
ENSG00000144285	ENST00000637988	HGNC:10585	SCN1A
ENSG00000144285	ENST00000635776	HGNC:10585	SCN1A
ENSG00000144285	ENST00000636194	HGNC:10585	SCN1A
ENSG00000144285	ENST00000303395	HGNC:10585	SCN1A
ENSG00000144285	ENST00000635750	HGNC:10585	SCN1A
ENSG00000144285	ENST00000375405	HGNC:10585	SCN1A
ENSG00000144285	ENST00000673490	HGNC:10585	SCN1A
ENSG00000144285	ENST00000671940	HGNC:10585	SCN1A
ENSG00000144285	ENST00000637038	HGNC:10585	SCN1A
ENSG00000144285	ENST00000409050	HGNC:10585	SCN1A
ENSG00000144285	ENST00000625916	HGNC:10585	SCN1A
ENSG00000144285	ENST00000473295	HGNC:10585	SCN1A
ENSG00000144285	ENST00000491429	HGNC:10585	SCN1A
ENSG00000144285	ENST00000635893	HGNC:10585	SCN1A
ENSG00000144285	ENST00000637968	HGNC:10585	SCN1A
ENSG00000144285	ENST00000636759	HGNC:10585	SCN1A
ENSG00000144285	ENST00000642141	HGNC:10585	SCN1A
ENSG00000144285	ENST00000507401	HGNC:10585	SCN1A
ENSG00000144285	ENST00000637285	HGNC:10585	SCN1A
ENSG00000105711	ENST00000262631	HGNC:10586	SCN1B
ENSG00000105711	ENST00000638536	HGNC:10586	SCN1B
ENSG00000105711	ENST00000415950	HGNC:10586	SCN1B
ENSG00000105711	ENST00000595652	HGNC:10586	SCN1B
ENSG00000105711	ENST00000640135	HGNC:10586	SCN1B
ENSG00000105711	ENST00000596348	HGNC:10586	SCN1B
ENSG00000105711	ENST00000602150	HGNC:10586	SCN1B
ENSG00000105711	ENST00000639260	HGNC:10586	SCN1B
ENSG00000136531	ENST00000640791	HGNC:10588	SCN2A
ENSG00000136531	ENST00000636384	HGNC:10588	SCN2A
ENSG00000136531	ENST00000424833	HGNC:10588	SCN2A
ENSG00000136531	ENST00000375437	HGNC:10588	SCN2A
ENSG00000136531	ENST00000636071	HGNC:10588	SCN2A
ENSG00000136531	ENST00000637367	HGNC:10588	SCN2A
ENSG00000136531	ENST00000635945	HGNC:10588	SCN2A
ENSG00000136531	ENST00000636985	HGNC:10588	SCN2A
ENSG00000136531	ENST00000631182	HGNC:10588	SCN2A
ENSG00000136531	ENST00000636135	HGNC:10588	SCN2A
ENSG00000136531	ENST00000638151	HGNC:10588	SCN2A
ENSG00000136531	ENST00000637266	HGNC:10588	SCN2A
ENSG00000136531	ENST00000283256	HGNC:10588	SCN2A
ENSG00000136531	ENST00000636662	HGNC:10588	SCN2A
ENSG00000136531	ENST00000480032	HGNC:10588	SCN2A
ENSG00000136531	ENST00000636769	HGNC:10588	SCN2A
ENSG00000136531	ENST00000486878	HGNC:10588	SCN2A
ENSG00000136531	ENST00000674133	HGNC:10588	SCN2A
ENSG00000136531	ENST00000673831	HGNC:10588	SCN2A
ENSG00000136531	ENST00000673883	HGNC:10588	SCN2A
ENSG00000136531	ENST00000375427	HGNC:10588	SCN2A
ENSG00000153253	ENST00000283254	HGNC:10590	SCN3A
ENSG00000153253	ENST00000640652	HGNC:10590	SCN3A
ENSG00000153253	ENST00000638473	HGNC:10590	SCN3A
ENSG00000153253	ENST00000639244	HGNC:10590	SCN3A
ENSG00000153253	ENST00000658209	HGNC:10590	SCN3A
ENSG00000153253	ENST00000409101	HGNC:10590	SCN3A
ENSG00000153253	ENST00000465043	HGNC:10590	SCN3A
ENSG00000153253	ENST00000471697	HGNC:10590	SCN3A
ENSG00000153253	ENST00000440431	HGNC:10590	SCN3A
ENSG00000153253	ENST00000668657	HGNC:10590	SCN3A
ENSG00000153253	ENST00000453007	HGNC:10590	SCN3A
ENSG00000153253	ENST00000360093	HGNC:10590	SCN3A
ENSG00000007314	ENST00000435607	HGNC:10591	SCN4A
ENSG00000007314	ENST00000584310	HGNC:10591	SCN4A
ENSG00000007314	ENST00000581514	HGNC:10591	SCN4A
ENSG00000196876	ENST00000546961	HGNC:10596	SCN8A
ENSG00000196876	ENST00000667214	HGNC:10596	SCN8A
ENSG00000196876	ENST00000662684	HGNC:10596	SCN8A
ENSG00000196876	ENST00000638820	HGNC:10596	SCN8A
ENSG00000196876	ENST00000550891	HGNC:10596	SCN8A
ENSG00000196876	ENST00000637709	HGNC:10596	SCN8A
ENSG00000196876	ENST00000668547	HGNC:10596	SCN8A
ENSG00000196876	ENST00000354534	HGNC:10596	SCN8A
ENSG00000196876	ENST00000627620	HGNC:10596	SCN8A
ENSG00000196876	ENST00000355133	HGNC:10596	SCN8A
ENSG00000196876	ENST00000599343	HGNC:10596	SCN8A
ENSG00000196876	ENST00000551216	HGNC:10596	SCN8A
ENSG00000196876	ENST00000636945	HGNC:10596	SCN8A
ENSG00000196876	ENST00000548086	HGNC:10596	SCN8A
ENSG00000196876	ENST00000627665	HGNC:10596	SCN8A
ENSG00000196876	ENST00000636458	HGNC:10596	SCN8A
ENSG00000196876	ENST00000637540	HGNC:10596	SCN8A
ENSG00000196876	ENST00000545061	HGNC:10596	SCN8A
ENSG00000133028	ENST00000255390	HGNC:10603	SCO1
ENSG00000133028	ENST00000577335	HGNC:10603	SCO1
ENSG00000133028	ENST00000577427	HGNC:10603	SCO1
ENSG00000133028	ENST00000582053	HGNC:10603	SCO1
ENSG00000133028	ENST00000579396	HGNC:10603	SCO1
ENSG00000284194	ENST00000395693	HGNC:10604	SCO2
ENSG00000284194	ENST00000543927	HGNC:10604	SCO2
ENSG00000284194	ENST00000252785	HGNC:10604	SCO2
ENSG00000284194	ENST00000638598	HGNC:10604	SCO2
ENSG00000284194	ENST00000535425	HGNC:10604	SCO2
ENSG00000164022	ENST00000510207	HGNC:10648	AIMP1
ENSG00000164022	ENST00000358008	HGNC:10648	AIMP1
ENSG00000164022	ENST00000672337	HGNC:10648	AIMP1
ENSG00000164022	ENST00000672341	HGNC:10648	AIMP1
ENSG00000164022	ENST00000671868	HGNC:10648	AIMP1
ENSG00000164022	ENST00000672003	HGNC:10648	AIMP1
ENSG00000164022	ENST00000673123	HGNC:10648	AIMP1
ENSG00000164022	ENST00000672328	HGNC:10648	AIMP1
ENSG00000164022	ENST00000672911	HGNC:10648	AIMP1
ENSG00000164022	ENST00000672285	HGNC:10648	AIMP1
ENSG00000164022	ENST00000671960	HGNC:10648	AIMP1
ENSG00000164022	ENST00000673381	HGNC:10648	AIMP1
ENSG00000164022	ENST00000673018	HGNC:10648	AIMP1
ENSG00000164022	ENST00000394701	HGNC:10648	AIMP1
ENSG00000164022	ENST00000442366	HGNC:10648	AIMP1
ENSG00000153015	ENST00000381070	HGNC:10664	CWC27
ENSG00000153015	ENST00000508024	HGNC:10664	CWC27
ENSG00000153015	ENST00000485990	HGNC:10664	CWC27
ENSG00000153015	ENST00000506168	HGNC:10664	CWC27
ENSG00000153015	ENST00000545000	HGNC:10664	CWC27
ENSG00000179981	ENST00000322038	HGNC:10669	TSHZ1
ENSG00000179981	ENST00000580243	HGNC:10669	TSHZ1
ENSG00000179981	ENST00000560918	HGNC:10669	TSHZ1
ENSG00000179981	ENST00000560661	HGNC:10669	TSHZ1
ENSG00000179981	ENST00000584217	HGNC:10669	TSHZ1
ENSG00000054282	ENST00000490065	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000366541	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000491888	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000482234	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000476722	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000435549	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000496361	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000463012	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000493334	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000463042	HGNC:10671	SDCCAG8
ENSG00000054282	ENST00000497459	HGNC:10671	SDCCAG8
ENSG00000276111	ENST00000622598	HGNC:10671	SDCCAG8
ENSG00000276111	ENST00000627857	HGNC:10671	SDCCAG8
ENSG00000276111	ENST00000627744	HGNC:10671	SDCCAG8
ENSG00000276111	ENST00000630785	HGNC:10671	SDCCAG8
ENSG00000276111	ENST00000630755	HGNC:10671	SDCCAG8
ENSG00000073578	ENST00000504309	HGNC:10680	SDHA
ENSG00000073578	ENST00000502379	HGNC:10680	SDHA
ENSG00000073578	ENST00000505555	HGNC:10680	SDHA
ENSG00000073578	ENST00000510361	HGNC:10680	SDHA
ENSG00000073578	ENST00000264932	HGNC:10680	SDHA
ENSG00000073578	ENST00000509632	HGNC:10680	SDHA
ENSG00000073578	ENST00000504824	HGNC:10680	SDHA
ENSG00000073578	ENST00000509420	HGNC:10680	SDHA
ENSG00000073578	ENST00000514027	HGNC:10680	SDHA
ENSG00000073578	ENST00000514233	HGNC:10680	SDHA
ENSG00000073578	ENST00000512962	HGNC:10680	SDHA
ENSG00000073578	ENST00000515752	HGNC:10680	SDHA
ENSG00000073578	ENST00000511810	HGNC:10680	SDHA
ENSG00000073578	ENST00000515815	HGNC:10680	SDHA
ENSG00000073578	ENST00000509082	HGNC:10680	SDHA
ENSG00000073578	ENST00000503674	HGNC:10680	SDHA
ENSG00000073578	ENST00000507266	HGNC:10680	SDHA
ENSG00000073578	ENST00000509564	HGNC:10680	SDHA
ENSG00000073578	ENST00000507522	HGNC:10680	SDHA
ENSG00000073578	ENST00000617470	HGNC:10680	SDHA
ENSG00000125845	ENST00000378827	HGNC:1069	BMP2
ENSG00000100934	ENST00000554615	HGNC:10701	SEC23A
ENSG00000100934	ENST00000537403	HGNC:10701	SEC23A
ENSG00000100934	ENST00000307712	HGNC:10701	SEC23A
ENSG00000100934	ENST00000545328	HGNC:10701	SEC23A
ENSG00000100934	ENST00000555363	HGNC:10701	SEC23A
ENSG00000100934	ENST00000553925	HGNC:10701	SEC23A
ENSG00000100934	ENST00000555682	HGNC:10701	SEC23A
ENSG00000100934	ENST00000555017	HGNC:10701	SEC23A
ENSG00000100934	ENST00000556092	HGNC:10701	SEC23A
ENSG00000100934	ENST00000548032	HGNC:10701	SEC23A
ENSG00000100934	ENST00000555425	HGNC:10701	SEC23A
ENSG00000100934	ENST00000557280	HGNC:10701	SEC23A
ENSG00000100934	ENST00000553970	HGNC:10701	SEC23A
ENSG00000100934	ENST00000557437	HGNC:10701	SEC23A
ENSG00000100934	ENST00000625395	HGNC:10701	SEC23A
ENSG00000101310	ENST00000336714	HGNC:10702	SEC23B
ENSG00000101310	ENST00000646240	HGNC:10702	SEC23B
ENSG00000101310	ENST00000450074	HGNC:10702	SEC23B
ENSG00000101310	ENST00000262544	HGNC:10702	SEC23B
ENSG00000101310	ENST00000643747	HGNC:10702	SEC23B
ENSG00000101310	ENST00000474619	HGNC:10702	SEC23B
ENSG00000101310	ENST00000645851	HGNC:10702	SEC23B
ENSG00000101310	ENST00000650089	HGNC:10702	SEC23B
ENSG00000101310	ENST00000377465	HGNC:10702	SEC23B
ENSG00000101310	ENST00000494645	HGNC:10702	SEC23B
ENSG00000101310	ENST00000422877	HGNC:10702	SEC23B
ENSG00000150961	ENST00000280551	HGNC:10706	SEC24D
ENSG00000150961	ENST00000505134	HGNC:10706	SEC24D
ENSG00000150961	ENST00000511481	HGNC:10706	SEC24D
ENSG00000150961	ENST00000502830	HGNC:10706	SEC24D
ENSG00000150961	ENST00000511715	HGNC:10706	SEC24D
ENSG00000150961	ENST00000514561	HGNC:10706	SEC24D
ENSG00000150961	ENST00000502526	HGNC:10706	SEC24D
ENSG00000150961	ENST00000511033	HGNC:10706	SEC24D
ENSG00000150961	ENST00000509818	HGNC:10706	SEC24D
ENSG00000150961	ENST00000514418	HGNC:10706	SEC24D
ENSG00000150961	ENST00000506622	HGNC:10706	SEC24D
ENSG00000150961	ENST00000503683	HGNC:10706	SEC24D
ENSG00000150961	ENST00000505280	HGNC:10706	SEC24D
ENSG00000150961	ENST00000419654	HGNC:10706	SEC24D
ENSG00000125378	ENST00000245451	HGNC:1071	BMP4
ENSG00000125378	ENST00000559087	HGNC:1071	BMP4
ENSG00000125378	ENST00000558984	HGNC:1071	BMP4
ENSG00000125378	ENST00000559501	HGNC:1071	BMP4
ENSG00000125378	ENST00000558961	HGNC:1071	BMP4
ENSG00000125378	ENST00000609748	HGNC:1071	BMP4
ENSG00000125378	ENST00000559642	HGNC:1071	BMP4
ENSG00000125378	ENST00000558489	HGNC:1071	BMP4
ENSG00000125378	ENST00000417573	HGNC:1071	BMP4
ENSG00000119335	ENST00000454747	HGNC:10760	SET
ENSG00000119335	ENST00000372692	HGNC:10760	SET
ENSG00000119335	ENST00000409104	HGNC:10760	SET
ENSG00000119335	ENST00000322030	HGNC:10760	SET
ENSG00000119335	ENST00000372686	HGNC:10760	SET
ENSG00000119335	ENST00000466009	HGNC:10760	SET
ENSG00000119335	ENST00000477806	HGNC:10760	SET
ENSG00000119335	ENST00000480217	HGNC:10760	SET
ENSG00000119335	ENST00000480536	HGNC:10760	SET
ENSG00000119335	ENST00000485056	HGNC:10760	SET
ENSG00000119335	ENST00000372688	HGNC:10760	SET
ENSG00000138696	ENST00000515059	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000672698	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000506363	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000509540	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000512312	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000440890	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000502683	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000264568	HGNC:1077	BMPR1B
ENSG00000138696	ENST00000394931	HGNC:1077	BMPR1B
ENSG00000143368	ENST00000271628	HGNC:10771	SF3B4
ENSG00000143368	ENST00000457312	HGNC:10771	SF3B4
ENSG00000181523	ENST00000575484	HGNC:10818	SGSH
ENSG00000181523	ENST00000571156	HGNC:10818	SGSH
ENSG00000181523	ENST00000572257	HGNC:10818	SGSH
ENSG00000181523	ENST00000326317	HGNC:10818	SGSH
ENSG00000181523	ENST00000575282	HGNC:10818	SGSH
ENSG00000181523	ENST00000573150	HGNC:10818	SGSH
ENSG00000181523	ENST00000576856	HGNC:10818	SGSH
ENSG00000181523	ENST00000570923	HGNC:10818	SGSH
ENSG00000181523	ENST00000576941	HGNC:10818	SGSH
ENSG00000181523	ENST00000574505	HGNC:10818	SGSH
